name,year,imdb_rating,metascore,votes,genre,runtime
After the Storm,(2016),7.4,84,11738,"Comedy, Drama",118
Kickboxer: Vengeance,(2016),4.8,37,11598,"Action, Crime, Drama",90
Two Lottery Tickets,(2016),7.5,77,11556,Comedy,86
Holidays,(2016),5.1,50,11379,"Fantasy, Horror, Mystery",105
In This Corner (and Other Corners) of the World,(2016),7.8,73,11374,"Animation, Drama, Family",129
The Duel,(I) (2016),5.8,42,11229,"Drama, Western",110
Ratchet & Clank,(2016),5.5,29,11192,"Animation, Action, Adventure",94
Buster's Mal Heart,(2016),6.1,63,11185,"Crime, Drama, Mystery",96
Rules Don't Apply,(2016),5.7,60,11136,"Comedy, Drama, Romance",127
Southside with You,(2016),6.3,74,11136,"Biography, Drama, History",84
White Girl,(2016),5.7,65,11118,"Crime, Drama",88
The Innocents,(2016),7.3,78,11038,"Drama, History",115
Una,(2016),6.2,62,10823,Drama,94
Neruda,(2016),6.8,82,10577,"Biography, Crime, Drama",107
Wiener-Dog,(2016),5.9,66,10447,"Comedy, Drama",88
Cabin Fever,(2016),3.7,14,10372,"Horror, Sci-Fi, Thriller",99
Weiner,(2016),7.6,84,10295,Documentary,96
The Age of Shadows,(2016),7.1,78,10276,"Action, History, Thriller",140
The Late Bloomer,(2016),5.2,34,10215,"Comedy, Drama, Romance",90
The Disappointments Room,(2016),3.9,31,10063,"Drama, Horror, Thriller",91
Divines,(2016),7.4,71,10040,"Crime, Drama",105
Zero Days,(2016),7.7,77,9989,Documentary,116
Like Crazy,(2016),7.2,74,9874,"Comedy, Drama",116
The Unknown Girl,(2016),6.5,65,9830,"Crime, Drama, Mystery",113
Kevin Hart: What Now?,(2016),5.9,60,9633,"Documentary, Comedy",96
Logan,(2017),8.1,77,766288,"Action, Drama, Sci-Fi",137
Thor: Ragnarok,(2017),7.9,74,755442,"Action, Adventure, Comedy",130
Guardians of the Galaxy Vol. 2,(2017),7.6,67,685376,"Action, Adventure, Comedy",136
Dunkirk,(2017),7.8,94,663071,"Action, Drama, History",106
Wonder Woman,(2017),7.4,76,661616,"Action, Adventure, Fantasy",141
Spider-Man: Homecoming,(2017),7.4,73,660459,"Action, Adventure, Sci-Fi",133
Star Wars: Episode VIII - The Last Jedi,(2017),6.9,84,635092,"Action, Adventure, Fantasy",152
Get Out,(I) (2017),7.7,85,616006,"Horror, Mystery, Thriller",104
Blade Runner 2049,(2017),8.0,81,578318,"Action, Drama, Mystery",164
It,(I) (2017),7.3,69,552693,Horror,135
Baby Driver,(2017),7.6,86,543982,"Action, Crime, Drama",113
Coco,(I) (2017),8.4,81,511468,"Animation, Adventure, Comedy",105
"Three Billboards Outside Ebbing, Missouri",(2017),8.1,88,510531,"Comedy, Crime, Drama",115
Justice League,(2017),6.1,45,455432,"Action, Adventure, Fantasy",120
John Wick: Chapter 2,(2017),7.4,75,435889,"Action, Crime, Thriller",122
The Shape of Water,(2017),7.3,87,423132,"Drama, Fantasy, Romance",123
Jumanji: Welcome to the Jungle,(2017),6.9,58,385153,"Action, Adventure, Comedy",119
Kingsman: The Golden Circle,(2017),6.7,44,331507,"Action, Adventure, Comedy",141
Kong: Skull Island,(2017),6.6,62,322452,"Action, Adventure, Fantasy",118
Pirates of the Caribbean: Dead Men Tell No Tales,(2017),6.5,39,315106,"Action, Adventure, Fantasy",129
Beauty and the Beast,(I) (2017),7.1,65,312392,"Adventure, Family, Fantasy",129
Lady Bird,(2017),7.4,93,294333,"Comedy, Drama",94
The Greatest Showman,(2017),7.5,48,284882,"Biography, Drama, Musical",105
Alien: Covenant,(2017),6.4,65,284195,"Horror, Sci-Fi, Thriller",122
Call Me by Your Name,(2017),7.8,94,277199,"Drama, Romance",132
Murder on the Orient Express,(2017),6.5,52,261871,"Crime, Drama, Mystery",114
War for the Planet of the Apes,(2017),7.4,82,260058,"Action, Adventure, Drama",140
Wind River,(2017),7.7,73,255066,"Crime, Drama, Mystery",107
The Fate of the Furious,(2017),6.6,56,234446,"Action, Crime, Thriller",136
Life,(I) (2017),6.6,54,234062,"Horror, Sci-Fi, Thriller",104
The Hitman's Bodyguard,(2017),6.9,47,233528,"Action, Comedy, Crime",118
Mother!,(2017),6.6,75,229126,"Drama, Horror, Mystery",121
King Arthur: Legend of the Sword,(2017),6.7,41,219310,"Action, Adventure, Drama",126
"I, Tonya",(2017),7.5,77,219083,"Biography, Comedy, Drama",119
Ghost in the Shell,(2017),6.3,52,217198,"Action, Crime, Drama",107
Darkest Hour,(2017),7.4,75,205139,"Biography, Drama, War",125
Atomic Blonde,(2017),6.7,63,196118,"Action, Thriller",115
The Mummy,(2017),5.4,34,192375,"Action, Adventure, Fantasy",110
Bright,(I) (2017),6.3,29,191397,"Action, Fantasy, Thriller",117
Baywatch,(2017),5.5,37,188910,"Action, Comedy, Crime",116
American Made,(2017),7.1,65,187729,"Action, Comedy, Crime",115
Valerian and the City of a Thousand Planets,(2017),6.4,51,183807,"Action, Adventure, Fantasy",136
Molly's Game,(2017),7.4,71,174775,"Biography, Crime, Drama",140
Wonder,(I) (2017),7.9,66,166419,"Drama, Family",113
The Killing of a Sacred Deer,(2017),7.0,73,157541,"Drama, Horror, Mystery",121
The Disaster Artist,(2017),7.3,76,155633,"Biography, Comedy, Drama",104
The Lego Batman Movie,(2017),7.3,75,154233,"Animation, Action, Adventure",104
Transformers: The Last Knight,(2017),5.2,27,154107,"Action, Adventure, Sci-Fi",154
The Post,(2017),7.2,83,153056,"Biography, Drama, History",116
Logan Lucky,(2017),7.0,78,152074,"Action, Comedy, Crime",118
Happy Death Day,(2017),6.6,58,145386,"Comedy, Horror, Mystery",96
The Dark Tower,(2017),5.6,34,140117,"Action, Adventure, Fantasy",95
Despicable Me 3,(2017),6.2,49,138131,"Animation, Adventure, Comedy",89
The Big Sick,(2017),7.5,86,137046,"Comedy, Drama, Romance",120
Annabelle: Creation,(2017),6.5,62,136975,"Horror, Mystery, Thriller",109
Phantom Thread,(2017),7.4,90,134636,"Drama, Romance",130
The Boss Baby,(2017),6.3,50,129280,"Animation, Adventure, Comedy",97
Good Time,(2017),7.3,80,126688,"Crime, Drama, Thriller",102
T2 Trainspotting,(2017),7.2,67,125754,"Comedy, Drama",117
What Happened to Monday,(2017),6.8,47,125079,"Action, Crime, Fantasy",123
Okja,(2017),7.3,75,123284,"Action, Adventure, Drama",120
You Were Never Really Here,(2017),6.7,84,120860,"Crime, Drama",89
Gifted,(2017),7.6,60,118691,Drama,101
The Florida Project,(2017),7.6,92,116396,Drama,111
The Foreigner,(I) (2017),7.0,55,116325,"Action, Thriller",113
Downsizing,(2017),5.8,63,112626,"Drama, Fantasy, Sci-Fi",135
Gerald's Game,(2017),6.5,77,112530,"Drama, Horror, Thriller",103
Geostorm,(2017),5.3,21,109792,"Action, Sci-Fi, Thriller",109
Power Rangers,(2017),5.9,44,109359,"Action, Adventure, Fantasy",124
The Death of Stalin,(2017),7.2,88,104684,"Comedy, Drama, History",107
Fifty Shades Darker,(2017),4.6,33,104207,"Drama, Romance, Thriller",118
The Ritual,(I) (2017),6.3,57,103562,"Horror, Mystery, Thriller",94
Cars 3,(2017),6.7,59,102923,"Animation, Adventure, Comedy",102
It Comes at Night,(2017),6.2,78,95603,"Drama, Horror, Mystery",91
The Circle,(I) (2017),5.3,43,94021,"Drama, Sci-Fi, Thriller",110
xXx: Return of Xander Cage,(2017),5.2,42,93178,"Action, Adventure, Thriller",107
Shot Caller,(2017),7.3,59,88233,"Crime, Drama, Thriller",121
Hostiles,(2017),7.2,65,87072,"Drama, Western",134
Going in Style,(2017),6.6,50,86697,"Comedy, Crime",96
All the Money in the World,(2017),6.8,72,86371,"Biography, Crime, Drama",132
Death Note,(I) (2017),4.6,43,85992,"Crime, Drama, Fantasy",101
American Assassin,(2017),6.2,45,84081,"Action, Thriller",111
Paddington 2,(2017),7.8,88,81264,"Adventure, Comedy, Family",103
Jigsaw,(I) (2017),5.7,39,81242,"Crime, Horror, Mystery",92
Papillon,(I) (2017),7.2,51,77308,"Adventure, Biography, Crime",133
The Mountain Between Us,(2017),6.4,48,76565,"Drama, Thriller",112
Daddy's Home 2,(2017),6.0,30,76034,Comedy,100
A Dog's Purpose,(2017),7.2,43,73708,"Adventure, Comedy, Drama",100
A Ghost Story,(2017),6.8,84,73653,"Drama, Fantasy, Romance",92
Only the Brave,(2017),7.6,72,71157,"Action, Biography, Drama",134
Brawl in Cell Block 99,(2017),7.1,79,68428,"Action, Crime, Drama",132
The Square,(2017),7.1,73,68156,"Comedy, Drama",151
The Snowman,(2017),5.1,23,65949,"Crime, Drama, Thriller",119
Pitch Perfect 3,(2017),5.8,40,65651,"Comedy, Music",93
The Emoji Movie,(2017),3.4,12,65520,"Animation, Adventure, Comedy",86
1922,(2017),6.2,70,65174,"Crime, Drama, Horror",102
I Don't Feel at Home in This World Anymore,(2017),6.9,75,59194,"Comedy, Crime, Drama",93
Loving Vincent,(2017),7.8,62,58933,"Animation, Drama, Mystery",94
Ferdinand,(2017),6.7,58,58486,"Animation, Adventure, Comedy",108
The Beguiled,(2017),6.3,77,58457,"Drama, Thriller, War",93
Jungle,(I) (2017),6.7,48,58210,"Action, Adventure, Biography",115
First Reformed,(2017),7.1,85,57854,"Drama, Mystery, Thriller",113
The Upside,(2017),7.0,46,57722,"Comedy, Drama",126
Battle of the Sexes,(2017),6.7,73,56580,"Biography, Comedy, Drama",121
47 Meters Down,(2017),5.6,52,56422,"Adventure, Drama, Horror",89
A Bad Moms Christmas,(2017),5.6,42,53852,Comedy,104
Detroit,(2017),7.3,77,53795,"Crime, Drama, History",143
The Space Between Us,(I) (2017),6.4,33,53763,"Drama, Romance, Sci-Fi",120
Before I Fall,(2017),6.4,58,53506,"Drama, Fantasy, Mystery",98
Rough Night,(2017),5.2,51,53039,Comedy,101
Icarus,(2017),7.9,68,50922,"Documentary, Sport",120
To the Bone,(I) (2017),6.8,64,50623,Drama,107
The Meyerowitz Stories,(2017),6.9,79,50425,"Comedy, Drama",112
Mudbound,(2017),7.4,85,50390,"Drama, War",134
CHIPS,(2017),6.0,28,48752,"Action, Comedy, Crime",100
Flatliners,(2017),5.2,27,48082,"Drama, Horror, Mystery",109
War Machine,(2017),6.0,56,47484,"Comedy, Drama, War",122
Stronger,(I) (2017),6.9,76,46022,"Biography, Drama",119
The House,(I) (2017),5.6,30,45104,"Comedy, Crime",88
Suburbicon,(2017),5.8,42,45058,"Comedy, Crime, Drama",105
Cargo,(I) (2017),6.3,65,44564,"Drama, Horror, Sci-Fi",105
Revenge,(II) (2017),6.4,81,44421,"Action, Drama, Horror",108
The Endless,(I) (2017),6.5,80,44186,"Drama, Fantasy, Horror",111
The Zookeeper's Wife,(2017),7.0,57,44021,"Biography, Drama, History",127
Thoroughbreds,(2017),6.6,75,43944,"Comedy, Crime, Drama",92
Ingrid Goes West,(2017),6.6,71,43674,"Comedy, Drama",98
Fist Fight,(2017),5.6,37,43404,Comedy,91
Rings,(2017),4.5,25,41348,"Drama, Horror, Mystery",102
The Wife,(I) (2017),7.2,77,40533,Drama,99
"Everything, Everything",(2017),6.3,52,39735,"Drama, Romance",96
"Roman J. Israel, Esq.",(2017),6.5,58,39209,"Crime, Drama, Thriller",122
Girls Trip,(2017),6.2,71,38263,"Adventure, Comedy, Drama",122
Kidnap,(I) (2017),5.9,44,37615,"Action, Crime, Thriller",95
Time Trap,(2017),6.2,46,37581,"Action, Adventure, Mystery",87
The Shack,(I) (2017),6.2,32,36736,"Drama, Fantasy",132
Victoria & Abdul,(2017),6.8,58,36361,"Biography, Drama, History",111
Snatched,(2017),4.6,45,36039,"Action, Adventure, Comedy",90
Unlocked,(I) (2017),6.3,46,36009,"Action, Thriller",98
Ghost Stories,(I) (2017),6.4,68,35057,"Drama, Horror",98
The Discovery,(I) (2017),6.2,54,35027,"Drama, Romance, Sci-Fi",102
The Glass Castle,(2017),7.1,56,34429,"Biography, Drama",127
Loveless,(2017),7.6,86,33639,Drama,127
In the Fade,(2017),7.1,65,33605,"Crime, Drama, Thriller",106
Thelma,(2017),7.0,74,33335,"Drama, Fantasy, Horror",116
Home Again,(2017),5.8,41,33071,"Comedy, Drama, Romance",97
Sleepless,(III) (2017),5.6,34,32967,"Action, Thriller",95
Marrowbone,(2017),6.7,63,32926,"Adventure, Drama, Horror",110
I Kill Giants,(2017),6.1,74,32859,"Drama, Fantasy, Thriller",106
Borg vs. McEnroe,(2017),6.9,63,32590,"Biography, Drama, Sport",107
Disobedience,(2017),6.6,74,32162,"Drama, Romance",114
God's Own Country,(2017),7.6,85,31825,"Drama, Romance",104
Wonder Wheel,(2017),6.2,45,29301,"Drama, Romance",101
Captain Underpants: The First Epic Movie,(2017),6.2,69,29274,"Animation, Action, Adventure",89
Table 19,(2017),5.8,40,29268,"Comedy, Drama, Romance",87
The Current War: Director's Cut,(2017),6.5,55,28253,"Biography, Drama, History",102
On Body and Soul,(2017),7.5,77,28188,"Drama, Fantasy, Mystery",116
Goodbye Christopher Robin,(2017),7.1,54,28048,"Biography, Drama, Family",107
The Book of Henry,(2017),6.6,31,27958,"Crime, Drama, Thriller",105
The Wall,(II) (2017),6.2,57,27890,"Action, Drama, Thriller",88
Creep 2,(2017),6.4,75,27670,"Crime, Drama, Horror",78
The Lego Ninjago Movie,(2017),6.0,55,26989,"Animation, Action, Adventure",101
The 12th Man,(2017),7.3,70,26843,"Drama, History, Thriller",135
Professor Marston & the Wonder Women,(2017),7.0,68,26830,"Biography, Drama, History",108
Jim & Andy: The Great Beyond,(2017),7.6,77,26587,Documentary,94
Cult of Chucky,(2017),5.2,69,26517,"Horror, Thriller",91
Last Flag Flying,(2017),6.9,65,26291,"Comedy, Drama, War",125
The Breadwinner,(2017),7.7,78,26143,"Animation, Drama, Family",94
A Fantastic Woman,(2017),7.2,85,26073,Drama,104
The Ottoman Lieutenant,(2017),6.4,26,25944,"Drama, War",106
Berlin Syndrome,(2017),6.2,70,25873,"Drama, Horror, Mystery",116
A Taxi Driver,(2017),7.9,69,25713,"Action, Drama, History",137
One Cut of the Dead,(2017),7.6,86,25605,"Comedy, Drama, Horror",96
Aftermath,(IV) (2017),5.7,44,25352,"Drama, Thriller",94
Crooked House,(2017),6.3,59,25144,"Crime, Drama, Mystery",115
Marshall,(2017),7.3,66,24838,"Biography, Crime, Drama",118
Leatherface,(2017),5.0,40,24832,"Crime, Horror, Thriller",90
Mom and Dad,(2017),5.5,59,24666,"Comedy, Horror, Thriller",86
The Bye Bye Man,(2017),4.3,37,24639,"Drama, Fantasy, Horror",96
Megan Leavey,(2017),7.1,66,24520,"Action, Biography, Drama",116
Sand Castle,(2017),6.3,45,24289,"Action, Drama, War",113
Lucky,(I) (2017),7.3,80,24242,"Comedy, Drama",88
A Prayer Before Dawn,(2017),6.8,76,24212,"Action, Biography, Crime",116
Super Dark Times,(2017),6.6,75,23921,"Crime, Drama, Horror",103
All Eyez on Me,(2017),5.8,38,23629,"Biography, Drama, Music",139
The Little Hours,(2017),5.8,69,23527,"Comedy, Romance",90
iBoy,(2017),5.9,50,23376,"Action, Crime, Sci-Fi",90
Breathe,(I) (2017),7.1,51,23143,"Biography, Drama, Romance",118
6 Days,(I) (2017),6.2,36,22598,"Action, Drama, History",94
The Super,(2017),5.3,47,22520,"Horror, Thriller",90
Mayhem,(2017),6.4,62,22375,"Action, Comedy, Horror",86
Beyond Skyline,(2017),5.3,46,22298,"Action, Adventure, Sci-Fi",106
Smurfs: The Lost Village,(2017),6.0,40,22118,"Animation, Adventure, Comedy",90
My Friend Dahmer,(2017),6.2,68,21961,"Biography, Drama, Horror",107
Tulip Fever,(2017),6.2,38,21621,"Drama, History, Romance",105
Song to Song,(I) (2017),5.6,54,21313,"Drama, Music, Romance",129
Wish Upon,(2017),5.0,32,21283,"Drama, Fantasy, Horror",90
Wheelman,(2017),6.4,66,21057,"Action, Crime, Thriller",82
Loving Pablo,(2017),6.3,42,20922,"Biography, Crime, Drama",123
Fullmetal Alchemist,(2017),5.3,48,20565,"Action, Adventure, Fantasy",135
Naked,(I) (2017),5.4,36,20271,"Comedy, Fantasy, Romance",96
Father Figures,(2017),5.5,22,20156,"Comedy, Drama",113
The Dawn Wall,(2017),8.1,81,20046,"Documentary, Biography, Sport",100
Hot Summer Nights,(2017),6.3,44,19932,"Crime, Drama, Romance",107
Once Upon a Time in Venice,(2017),5.3,28,19891,"Action, Comedy",94
Unicorn Store,(2017),5.6,44,19794,"Comedy, Drama, Fantasy",92
My Cousin Rachel,(2017),6.0,63,19757,"Drama, Mystery, Romance",106
The Rider,(2017),7.4,91,19429,"Drama, Western",104
The Party,(I) (2017),6.5,73,19276,"Comedy, Drama",71
First They Killed My Father,(2017),7.2,72,18876,"Biography, Drama, History",136
Columbus,(I) (2017),7.2,89,18624,Drama,100
The Captain,(2017),7.3,67,18454,"Drama, History, Thriller",118
Brad's Status,(2017),6.5,71,18253,"Comedy, Drama, Music",102
Blade of the Immortal,(2017),6.7,72,18210,"Action, Drama, Fantasy",140
Kodachrome,(2017),6.8,57,17659,Drama,105
Sandy Wexler,(2017),5.2,40,17535,Comedy,130
Hangman,(II) (2017),5.2,31,17502,"Crime, Drama, Mystery",98
The Man Who Invented Christmas,(2017),7.0,60,17258,"Biography, Comedy, Drama",104
Newness,(2017),6.3,50,17235,"Drama, Romance",117
The Insult,(2017),7.6,72,17189,"Crime, Drama, Thriller",113
Brigsby Bear,(2017),7.3,67,17016,"Comedy, Drama",97
Rememory,(2017),6.1,48,16935,"Drama, Mystery, Sci-Fi",111
Churchill,(2017),6.0,44,16903,"Biography, Drama, History",105
How to Be a Latin Lover,(2017),6.0,54,16586,"Comedy, Drama",115
Mary Shelley,(2017),6.4,49,16289,"Biography, Drama, History",120
Unforgettable,(II) (2017),5.1,45,16095,"Drama, Thriller",100
Happy End,(2017),6.6,72,15955,Drama,107
The Bookshop,(2017),6.5,62,15823,Drama,113
BPM (Beats Per Minute),(2017),7.4,84,15819,Drama,143
The Only Living Boy in New York,(2017),6.3,33,15325,Drama,89
The Villainess,(2017),6.6,64,15199,"Action, Crime, Drama",124
The Layover,(I) (2017),4.8,15,15169,"Comedy, Romance",88
Beach Rats,(2017),6.4,78,14993,Drama,98
24 Hours to Live,(2017),5.8,37,14885,"Action, Sci-Fi, Thriller",93
Mary and the Witch's Flower,(2017),6.8,74,14734,"Animation, Adventure, Family",103
Amityville: The Awakening,(2017),4.8,42,14512,"Horror, Thriller",87
Please Stand By,(2017),6.7,49,14414,"Comedy, Drama",93
Thank You for Your Service,(I) (2017),6.6,68,14221,"Biography, Drama, War",109
Beast,(III) (2017),6.8,74,14154,"Crime, Drama, Mystery",107
Anna and the Apocalypse,(2017),6.0,63,14118,"Comedy, Horror, Musical",93
Black Butterfly,(II) (2017),6.1,43,14086,Thriller,93
Killing Gunther,(2017),4.8,53,14076,"Action, Comedy, Thriller",92
Goon: Last of the Enforcers,(2017),5.8,48,14020,"Comedy, Sport",101
Our Souls at Night,(2017),6.9,69,13902,"Drama, Romance",103
The Children Act,(2017),6.7,62,13819,Drama,105
Mark Felt: The Man Who Brought Down the White House,(2017),6.4,49,13802,"Biography, Drama, History",103
Chappaquiddick,(2017),6.4,67,13799,"Biography, Drama, History",106
The Vault,(I) (2017),4.8,50,13246,"Crime, Horror, Mystery",91
Gaga: Five Foot Two,(2017),7.0,63,13173,"Documentary, Music",100
Lean on Pete,(2017),7.2,80,13103,"Adventure, Drama, Sport",121
Faces Places,(2017),7.8,94,12745,Documentary,94
Acts of Vengeance,(2017),5.7,49,12660,"Action, Drama, Thriller",87
Double Lover,(2017),6.2,70,12632,"Drama, Romance, Thriller",107
The Other Side of Hope,(2017),7.2,84,12522,"Comedy, Drama",100
XX,(2017),4.6,64,11995,Horror,80
First Kill,(2017),5.0,39,11882,"Action, Thriller",97
Bushwick,(2017),5.2,44,11841,"Action, Thriller",94
Small Town Crime,(2017),6.6,68,11810,"Crime, Mystery, Thriller",91
Voice from the Stone,(2017),5.2,42,11634,"Drama, Mystery, Thriller",94
On Chesil Beach,(2017),6.3,62,11604,"Drama, Music, Romance",110
How to Talk to Girls at Parties,(2017),5.7,50,11523,"Comedy, Music, Romance",102
The Vanishing of Sidney Hall,(2017),6.8,18,11109,"Drama, Mystery, Romance",119
Sweet Virginia,(2017),6.2,72,11025,"Action, Drama, Thriller",93
The Polka King,(2017),6.0,65,10953,"Biography, Comedy, Drama",95
Wilson,(I) (2017),5.8,49,10774,"Comedy, Drama",94
Bullet Head,(2017),5.4,51,10633,"Crime, Drama, Thriller",93
Tragedy Girls,(2017),6.0,58,10596,"Comedy, Crime, Horror",98
Kung Fu Yoga,(2017),5.1,50,10552,"Action, Adventure, Comedy",107
Wonderstruck,(2017),6.2,71,10509,"Adventure, Drama, Mystery",116
Journey's End,(I) (2017),6.7,73,10352,"Drama, War",107
The Pirates of Somalia,(2017),6.7,54,10343,"Biography, Drama",116
Bleeding Steel,(2017),5.1,43,10339,"Action, Sci-Fi, Thriller",109
Patti Cake$,(2017),6.8,67,10314,"Drama, Music",109
Beatriz at Dinner,(2017),6.0,68,10252,"Comedy, Drama",82
American Renegades,(2017),5.5,33,10207,"Action, Adventure, Crime",106
Avengers: Infinity War,(2018),8.4,68,1083273,"Action, Adventure, Sci-Fi",149
Black Panther,(2018),7.3,88,776369,"Action, Adventure, Sci-Fi",134
Deadpool 2,(2018),7.7,66,586178,"Action, Adventure, Comedy",119
Bohemian Rhapsody,(2018),7.9,49,541994,"Biography, Drama, Music",134
A Quiet Place,(2018),7.5,82,533219,"Drama, Horror, Sci-Fi",90
Spider-Man: Into the Spider-Verse,(2018),8.4,87,532560,"Animation, Action, Adventure",117
Green Book,(2018),8.2,69,495181,"Biography, Comedy, Drama",130
Venom,(2018),6.6,35,488945,"Action, Adventure, Sci-Fi",112
Aquaman,(2018),6.8,55,477839,"Action, Adventure, Fantasy",143
Ready Player One,(2018),7.4,64,439845,"Action, Adventure, Sci-Fi",140
Ant-Man and the Wasp,(2018),7.0,70,405557,"Action, Adventure, Comedy",118
A Star Is Born,(2018),7.6,88,387500,"Drama, Music, Romance",136
Solo: A Star Wars Story,(2018),6.9,62,350501,"Action, Adventure, Sci-Fi",135
Bird Box,(2018),6.6,51,345912,"Horror, Mystery, Sci-Fi",124
Mission: Impossible - Fallout,(2018),7.7,86,335677,"Action, Adventure, Thriller",147
Annihilation,(I) (2018),6.8,79,329957,"Adventure, Drama, Horror",115
Hereditary,(2018),7.3,87,321441,"Drama, Horror, Mystery",127
Jurassic World: Fallen Kingdom,(2018),6.1,51,319441,"Action, Adventure, Sci-Fi",128
Incredibles 2,(2018),7.6,80,300019,"Animation, Action, Adventure",118
Fantastic Beasts: The Crimes of Grindelwald,(2018),6.5,52,286215,"Adventure, Family, Fantasy",134
BlacKkKlansman,(2018),7.5,83,266824,"Biography, Comedy, Crime",135
Game Night,(I) (2018),6.9,66,237826,"Action, Adventure, Comedy",100
Ocean's Eight,(2018),6.3,61,222028,"Action, Comedy, Crime",110
Tomb Raider,(2018),6.3,48,216283,"Action, Adventure, Fantasy",119
The Favourite,(2018),7.5,91,202749,"Biography, Comedy, Drama",119
First Man,(2018),7.3,84,190274,"Biography, Drama, History",141
Red Sparrow,(2018),6.6,53,188405,"Action, Drama, Thriller",140
Upgrade,(2018),7.5,67,188040,"Action, Sci-Fi, Thriller",100
Crazy Rich Asians,(2018),6.9,74,174727,"Comedy, Drama, Romance",120
The Meg,(2018),5.6,46,173602,"Action, Horror, Sci-Fi",113
Isle of Dogs,(2018),7.8,82,171415,"Animation, Adventure, Comedy",101
Rampage,(2018),6.1,45,170677,"Action, Adventure, Sci-Fi",107
Bumblebee,(I) (2018),6.7,66,168226,"Action, Adventure, Sci-Fi",114
Searching,(III) (2018),7.6,71,164715,"Drama, Horror, Mystery",102
Ralph Breaks the Internet,(2018),7.0,71,163739,"Animation, Adventure, Comedy",112
The Equalizer 2,(2018),6.7,50,162523,"Action, Crime, Thriller",121
Roma,(2018),7.7,96,160126,Drama,135
Halloween,(I) (2018),6.5,67,157105,"Crime, Horror, Thriller",106
Bad Times at the El Royale,(2018),7.1,60,152371,"Crime, Drama, Mystery",141
A Simple Favor,(2018),6.8,67,151261,"Comedy, Crime, Mystery",117
Sicario: Day of the Soldado,(2018),7.1,61,150446,"Action, Crime, Drama",122
The Ballad of Buster Scruggs,(2018),7.3,79,150303,"Comedy, Drama, Musical",133
Vice,(I) (2018),7.2,61,149787,"Biography, Comedy, Drama",132
The Nun,(2018),5.3,46,143315,"Horror, Mystery, Thriller",96
Maze Runner: The Death Cure,(2018),6.2,50,143178,"Action, Adventure, Sci-Fi",143
The Mule,(2018),7.0,58,139366,"Crime, Drama, Thriller",116
Tag,(I) (2018),6.5,56,135863,"Action, Comedy",100
The Predator,(2018),5.3,48,135287,"Action, Adventure, Sci-Fi",107
Mortal Engines,(2018),6.1,44,128213,"Action, Adventure, Fantasy",128
Creed II,(2018),7.1,66,127770,"Drama, Sport",130
Skyscraper,(2018),5.8,51,124258,"Action, Adventure, Thriller",102
Pacific Rim: Uprising,(2018),5.6,44,118993,"Action, Adventure, Fantasy",111
The Commuter,(I) (2018),6.3,56,117468,"Action, Mystery, Thriller",104
"Love, Simon",(2018),7.5,72,116592,"Comedy, Drama, Romance",110
Den of Thieves,(2018),7.0,49,113962,"Action, Crime, Drama",140
To All the Boys I've Loved Before,(2018),7.0,64,110013,"Comedy, Drama, Romance",99
Instant Family,(2018),7.3,57,109175,"Comedy, Drama",118
The Cloverfield Paradox,(2018),5.5,37,106733,"Action, Horror, Sci-Fi",102
Overlord,(2018),6.6,60,100625,"Action, Horror, Sci-Fi",110
Widows,(2018),6.8,84,99099,"Crime, Drama, Thriller",129
Mamma Mia! Here We Go Again,(2018),6.6,60,97297,"Comedy, Musical, Romance",114
Capernaum,(2018),8.4,75,91045,Drama,126
Mary Poppins Returns,(2018),6.7,66,89532,"Adventure, Comedy, Family",130
12 Strong,(2018),6.5,54,83553,"Action, Drama, History",130
Mile 22,(2018),6.1,38,81251,"Action, Thriller",94
Sorry to Bother You,(2018),6.9,80,81193,"Comedy, Drama, Fantasy",112
Mandy,(I) (2018),6.5,81,80968,"Action, Fantasy, Horror",121
Suspiria,(I) (2018),6.7,64,80657,"Drama, Fantasy, Horror",152
Blockers,(2018),6.2,69,80637,"Comedy, Drama",102
Beautiful Boy,(I) (2018),7.3,62,79977,"Biography, Drama",120
Christopher Robin,(2018),7.2,60,79125,"Adventure, Comedy, Drama",104
The Spy Who Dumped Me,(2018),6.0,52,78818,"Action, Adventure, Comedy",117
The House That Jack Built,(2018),6.8,42,78647,"Crime, Drama, Horror",152
Shoplifters,(2018),7.9,93,78007,"Crime, Drama, Thriller",121
The Christmas Chronicles,(2018),7.0,52,76968,"Adventure, Comedy, Family",104
Eighth Grade,(2018),7.4,89,76955,"Comedy, Drama",93
The Grinch,(2018),6.4,51,76212,"Animation, Comedy, Family",85
Hotel Transylvania 3: Summer Vacation,(2018),6.3,54,75908,"Animation, Adventure, Comedy",97
Johnny English Strikes Again,(2018),6.2,39,75652,"Action, Adventure, Comedy",89
Robin Hood,(2018),5.3,32,75091,"Action, Adventure, Drama",116
Outlaw King,(2018),6.9,59,73822,"Action, Biography, Drama",121
Death Wish,(2018),6.3,31,73063,"Action, Crime, Drama",107
Climax,(I) (2018),6.9,67,70377,"Drama, Horror, Music",97
Free Solo,(2018),8.1,83,69777,"Documentary, Adventure, Sport",100
Mid90s,(2018),7.3,66,67375,"Comedy, Drama",85
Fifty Shades Freed,(2018),4.5,31,67258,"Drama, Romance, Thriller",105
Burning,(2018),7.5,90,66559,"Drama, Mystery, Thriller",148
Peppermint,(2018),6.5,29,66133,"Action, Thriller",101
