name,year,imdb_rating,metascore,votes,genre,runtime
Out of the Furnace,(2013),6.7,63,117986,"Action, Crime, Drama",116
The Butler,(I) (2013),7.2,65,116196,"Biography, Drama",132
The Host,(2013),5.8,35,115958,"Action, Adventure, Drama",125
Trance,(I) (2013),6.9,61,114927,"Crime, Drama, Mystery",101
Only God Forgives,(2013),5.7,37,113781,"Action, Crime, Drama",90
Safe Haven,(I) (2013),6.6,34,111990,"Drama, Romance, Thriller",115
Filth,(I) (2013),7.0,56,110602,"Action, Comedy, Crime",97
Stoker,(2013),6.8,58,110195,"Drama, Thriller",99
Movie 43,(2013),4.3,18,106987,Comedy,94
Epic,(2013),6.6,52,106390,"Animation, Action, Adventure",102
Cloudy with a Chance of Meatballs 2,(2013),6.3,59,105208,"Animation, Adventure, Comedy",95
The Counselor,(2013),5.4,48,102459,"Crime, Drama, Thriller",117
Only Lovers Left Alive,(2013),7.2,79,102230,"Comedy, Drama, Fantasy",123
Philomena,(2013),7.6,77,100942,"Biography, Comedy, Drama",98
Turbo,(2013),6.4,58,99691,"Animation, Adventure, Comedy",96
Jobs,(2013),6.0,44,99306,"Biography, Drama",128
42,(2013),7.5,62,96667,"Biography, Drama, Sport",128
Jackass Presents: Bad Grandpa,(2013),6.5,54,95914,Comedy,92
Nymphomaniac: Vol. II,(2013),6.6,60,93719,Drama,124
The Great Beauty,(2013),7.7,86,92121,Drama,141
August: Osage County,(2013),7.2,58,91620,"Comedy, Drama",121
Snitch,(I) (2013),6.4,51,89340,"Action, Drama, Thriller",112
The Bling Ring,(2013),5.6,66,88778,"Biography, Crime, Drama",90
Beautiful Creatures,(2013),6.1,52,88683,"Drama, Fantasy, Romance",124
Short Term 12,(2013),7.9,82,88607,Drama,96
The Wind Rises,(2013),7.7,83,87523,"Animation, Biography, Drama",126
Horns,(2013),6.4,46,84607,"Comedy, Crime, Drama",120
Fruitvale Station,(2013),7.5,85,82433,"Biography, Crime, Drama",85
The Kings of Summer,(2013),7.1,61,82195,"Adventure, Comedy, Drama",95
All Is Lost,(2013),6.9,87,81217,"Action, Adventure, Drama",106
Broken City,(2013),6.1,49,80961,"Action, Crime, Drama",109
Delivery Man,(2013),6.3,44,80272,"Comedy, Drama",105
Machete Kills,(2013),5.6,41,79878,"Action, Crime, Thriller",107
What If,(I) (2013),6.8,59,78760,"Comedy, Romance",98
Oldboy,(2013),5.8,49,77173,"Action, Drama, Mystery",104
Dark Skies,(2013),6.3,50,76837,"Horror, Sci-Fi, Thriller",97
21 & Over,(2013),5.8,34,75467,Comedy,93
Blue Ruin,(2013),7.1,78,74847,"Crime, Drama, Thriller",90
The Incredible Burt Wonderstone,(2013),5.9,44,74385,Comedy,100
Redemption,(I) (2013),6.2,43,73433,"Action, Crime, Drama",100
Scary Movie V,(2013),3.5,11,72913,"Comedy, Horror",86
Europa Report,(2013),6.4,68,72181,"Adventure, Drama, Mystery",90
Blackfish,(2013),8.1,83,68576,Documentary,83
Dead Man Down,(2013),6.4,39,68565,"Action, Crime, Drama",118
Runner Runner,(2013),5.6,36,64233,"Crime, Thriller",88
The Frozen Ground,(2013),6.4,37,64028,"Crime, Drama, Thriller",105
Enough Said,(2013),7.0,78,63693,"Comedy, Drama, Romance",93
Grudge Match,(2013),6.4,35,61167,"Comedy, Drama, Sport",113
Drinking Buddies,(2013),6.1,71,59201,"Comedy, Drama, Romance",90
Ida,(2013),7.4,91,58454,Drama,82
The Lunchbox,(2013),7.8,76,57059,"Drama, Romance",104
Chennai Express,(2013),6.0,45,56000,"Action, Comedy, Drama",141
Odd Thomas,(2013),6.8,45,54251,"Comedy, Fantasy, Horror",97
Bad Words,(2013),6.6,57,52280,"Comedy, Drama",89
The Double,(2013),6.5,68,51147,"Comedy, Drama, Mystery",93
The East,(2013),6.8,68,50973,"Crime, Drama, Thriller",116
The Big Wedding,(2013),5.6,28,50346,"Comedy, Drama, Romance",89
The Past,(2013),7.7,85,49387,"Drama, Mystery",130
Joe,(I) (2013),6.8,74,49205,"Crime, Drama",117
Labor Day,(2013),6.9,52,48343,"Drama, Romance, Thriller",111
The Zero Theorem,(2013),6.0,50,48094,"Comedy, Drama, Fantasy",107
The Tale of The Princess Kaguya,(2013),8.0,89,47888,"Animation, Drama, Family",137
A Haunted House,(2013),5.0,20,47549,"Comedy, Fantasy, Horror",86
Dhoom 3,(2013),5.4,61,46951,"Action, Crime, Drama",172
Starred Up,(2013),7.3,81,46947,"Crime, Drama",106
Tangerines,(2013),8.1,73,46809,"Drama, War",87
Planes,(2013),5.7,39,46036,"Animation, Adventure, Comedy",91
The Colony,(I) (2013),5.3,28,45817,"Action, Horror, Sci-Fi",95
The Green Inferno,(2013),5.3,38,45588,"Adventure, Horror",100
The Smurfs 2,(2013),5.3,34,42966,"Animation, Adventure, Comedy",105
The Fifth Estate,(2013),6.2,49,41569,"Biography, Crime, Drama",128
Lovelace,(2013),6.2,51,41252,"Biography, Drama",93
V/H/S/2,(2013),6.0,49,41097,"Horror, Sci-Fi",96
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,(2013),7.0,58,41035,"Adventure, Comedy",114
The Railway Man,(2013),7.1,59,40871,"Biography, Drama, Romance",116
Curse of Chucky,(2013),5.6,58,40621,"Horror, Thriller",97
The To Do List,(2013),5.8,61,40040,"Comedy, Romance",104
Man of Tai Chi,(2013),6.0,52,39618,"Action, Drama",105
Kill Your Darlings,(2013),6.4,65,39084,"Biography, Drama, Romance",104
Paranoia,(I) (2013),5.6,32,38141,"Drama, Thriller",106
I Give It a Year,(2013),5.7,50,37810,"Comedy, Romance",97
Killing Season,(2013),5.4,25,37791,"Action, Drama, Thriller",91
The Last Days on Mars,(2013),5.5,46,37551,"Adventure, Horror, Sci-Fi",98
Kai Po Che,(2013),7.8,40,37472,"Drama, Sport",120
Young & Beautiful,(2013),6.7,63,35840,"Drama, Romance",95
Admission,(2013),5.7,48,35446,"Comedy, Drama, Romance",107
Adore,(2013),6.2,37,35126,"Drama, Romance",112
The Grandmaster,(2013),6.5,73,34951,"Action, Biography, Drama",130
Upstream Color,(2013),6.5,81,33876,"Drama, Sci-Fi",96
Welcome to the Punch,(2013),6.1,49,33741,"Action, Crime, Thriller",99
The Immigrant,(2013),6.6,77,32456,"Drama, Romance",120
In a World...,(2013),6.7,79,32256,Comedy,93
Alan Partridge,(2013),6.9,66,32084,"Action, Comedy, Crime",90
The Machine,(I) (2013),6.0,52,31458,"Action, Drama, Sci-Fi",91
Belle,(2013),7.3,64,31437,"Biography, Drama, Romance",100
Instructions Not Included,(2013),7.5,55,31387,"Comedy, Drama",122
How I Live Now,(2013),6.4,57,30865,"Action, Adventure, Drama",101
Department Q: The Keeper of Lost Causes,(2013),7.2,62,30778,"Crime, Drama, Mystery",96
Generation War,(2013),8.4,57,30384,"Action, Drama, History",270
Open Grave,(2013),6.2,33,30272,"Horror, Mystery, Sci-Fi",102
Tracks,(I) (2013),7.1,78,30035,"Adventure, Biography, Drama",112
Hours,(2013),6.3,55,29928,"Drama, Thriller",97
Palo Alto,(2013),6.2,69,29768,Drama,100
Charlie Countryman,(2013),6.3,31,28902,"Action, Comedy, Drama",103
Third Person,(2013),6.3,38,28467,"Drama, Romance",137
Mandela: Long Walk to Freedom,(2013),7.1,60,28242,"Biography, Drama, History",141
Dom Hemingway,(2013),6.1,55,26960,"Comedy, Crime, Drama",93
Devil's Pass,(2013),5.7,49,25709,"Horror, Mystery, Thriller",100
Jodorowsky's Dune,(2013),8.0,79,25625,Documentary,90
"Like Father, Like Son",(2013),7.8,73,25619,Drama,121
The Art of the Steal,(2013),6.3,53,25085,"Comedy, Crime, Thriller",90
Fading Gigolo,(2013),6.2,58,24823,"Comedy, Romance",90
Free Birds,(2013),5.8,38,24730,"Animation, Adventure, Comedy",91
Getaway,(I) (2013),4.4,22,24539,"Action, Thriller",90
One Direction: This Is Us,(2013),4.2,49,24528,"Documentary, Music",92
New World,(2013),7.5,58,24401,"Action, Crime, Drama",135
Afflicted,(2013),6.2,56,24317,"Action, Adventure, Horror",85
Anna,(VII) (2013),6.4,42,24063,"Drama, Mystery, Sci-Fi",99
I'm So Excited!,(2013),5.6,55,24002,"Comedy, Musical",90
Closed Circuit,(2013),6.2,50,22751,"Crime, Drama, Mystery",96
After the Dark,(2013),5.6,37,22707,"Drama, Fantasy, Sci-Fi",107
Devil's Knot,(2013),6.1,42,22380,"Biography, Crime, Drama",114
Ain't Them Bodies Saints,(2013),6.4,74,22130,"Crime, Drama, Romance",96
Austenland,(2013),6.3,42,21559,"Comedy, Romance",97
We Are What We Are,(2013),5.9,71,21432,"Drama, Horror, Thriller",105
Assault on Wall Street,(2013),6.0,24,21234,"Action, Crime, Thriller",99
Knights of Badassdom,(2013),5.5,56,20840,"Action, Adventure, Comedy",86
Wolf Creek 2,(2013),6.1,44,20813,"Horror, Thriller",106
Diana,(2013),5.5,35,20469,"Biography, Drama, Romance",113
Blood Ties,(I) (2013),6.5,45,20446,"Action, Crime, Drama",127
The Numbers Station,(2013),5.6,39,20322,"Action, Thriller",89
Prince Avalanche,(2013),6.3,73,20260,"Comedy, Drama",94
Venus in Fur,(2013),7.1,69,19919,Drama,96
Night Train to Lisbon,(2013),6.8,30,19799,"Mystery, Romance, Thriller",111
Cheap Thrills,(I) (2013),6.7,63,19557,"Comedy, Crime, Drama",88
The Sacrament,(2013),6.1,49,19495,"Horror, Thriller",99
Life of Crime,(2013),5.8,60,19422,"Comedy, Crime",98
Grand Piano,(2013),5.9,61,19014,"Drama, Music, Mystery",90
The Congress,(2013),6.4,63,19001,"Animation, Drama, Sci-Fi",122
The Young and Prodigious T.S. Spivet,(2013),7.0,53,18648,"Adventure, Comedy, Drama",105
Tom at the Farm,(2013),6.9,67,18371,"Drama, Mystery, Thriller",102
The Grand Seduction,(2013),7.0,57,18126,Comedy,113
Adult World,(2013),6.1,61,18106,"Comedy, Drama",97
Borgman,(2013),6.7,66,18072,"Drama, Horror, Mystery",113
These Final Hours,(2013),6.6,61,17940,"Drama, Sci-Fi, Thriller",87
Justin Bieber's Believe,(2013),1.5,39,17885,"Documentary, Music",92
Haunter,(2013),5.9,49,17789,"Fantasy, Horror, Mystery",97
Metallica Through the Never,(2013),7.1,61,17770,Music,93
The Haunting in Connecticut 2: Ghosts of Georgia,(2013),5.3,26,17600,"Drama, Horror, Mystery",100
Stalingrad,(2013),5.6,49,17094,"Action, Drama, War",131
Big Bad Wolves,(2013),6.8,64,16812,"Drama, Horror, Thriller",110
Parkland,(2013),6.4,51,16620,"Drama, History, Mystery",93
The Last Exorcism Part II,(2013),4.0,35,16512,"Horror, Thriller",88
The Best Man Holiday,(2013),6.6,59,16227,"Comedy, Drama",123
Mood Indigo,(2013),6.5,54,16193,"Comedy, Drama, Fantasy",94
Are You Here,(2013),5.3,37,16085,"Comedy, Drama",114
Night Moves,(2013),6.0,75,15919,"Drama, Thriller",112
Very Good Girls,(2013),5.9,35,15853,"Drama, Romance",91
Contracted,(2013),5.3,48,15553,"Drama, Horror, Thriller",84
Vehicle 19,(2013),4.9,29,15533,"Action, Crime, Thriller",85
Breathe In,(2013),6.3,60,15219,"Drama, Romance",98
Stranger by the Lake,(2013),6.9,82,14973,"Drama, Romance, Thriller",100
The Love Punch,(2013),5.7,44,14967,Comedy,94
The Lifeguard,(2013),5.6,34,14915,"Drama, Romance",98
Phantom,(I) (2013),5.9,40,14755,"Drama, History, Thriller",98
Witching and Bitching,(2013),6.4,73,14740,"Action, Adventure, Comedy",112
Chinese Puzzle,(2013),6.9,64,14639,"Comedy, Drama, Romance",117
Omar,(2013),7.5,75,14605,"Crime, Drama, Romance",98
The Den,(2013),6.0,48,14568,"Horror, Mystery, Thriller",76
Finding Vivian Maier,(2013),7.7,75,14472,"Documentary, Biography, Mystery",83
Flu,(2013),6.6,40,13635,"Action, Drama, Sci-Fi",122
A.C.O.D.,(2013),5.6,50,13566,Comedy,88
Welcome to the Jungle,(I) (2013),4.9,25,13486,"Action, Adventure, Comedy",95
20 Feet from Stardom,(2013),7.4,83,13416,"Documentary, Biography, History",91
Journey to the West,(2013),6.7,68,13131,"Action, Adventure, Comedy",110
A Field in England,(2013),6.2,73,13107,"Drama, History, Mystery",90
Sound City,(2013),7.8,76,13067,"Documentary, Music",107
Human Capital,(2013),7.3,63,12964,"Crime, Drama",111
Last Love,(2013),6.7,36,12768,"Comedy, Drama, Romance",111
The English Teacher,(2013),5.7,42,12741,"Comedy, Drama",93
One Chance,(2013),6.8,52,12658,"Biography, Comedy, Drama",103
The Selfish Giant,(2013),7.3,83,12439,Drama,91
Temptation: Confessions of a Marriage Counselor,(2013),4.9,26,12101,Drama,111
Romeo & Juliet,(II) (2013),5.8,41,12097,"Drama, Romance",118
Rapture-Palooza,(2013),5.2,44,12069,"Comedy, Fantasy",85
A Case of You,(2013),5.6,38,12046,"Comedy, Romance",89
A Touch of Sin,(2013),7.1,77,12014,"Action, Drama",130
Willow Creek,(2013),5.1,62,11866,"Horror, Mystery, Thriller",80
Wetlands,(2013),5.8,77,11831,"Comedy, Drama",109
Pawn Shop Chronicles,(2013),5.9,26,11551,"Action, Comedy, Crime",112
The Canyons,(2013),3.8,36,11532,"Drama, Thriller",99
Walking with Dinosaurs 3D,(2013),5.2,37,11486,"Animation, Adventure, Comedy",87
Boss,(I) (2013),5.1,42,11353,"Action, Comedy, Crime",143
Ip Man: The Final Fight,(2013),6.1,55,11305,"Action, Biography, Drama",100
G.B.F.,(2013),5.9,56,11157,"Comedy, Drama, Romance",92
A Single Shot,(2013),5.7,53,11129,"Crime, Drama, Thriller",116
The Human Race,(2013),5.1,32,11064,"Action, Comedy, Horror",87
Words and Pictures,(2013),6.6,49,11061,"Comedy, Drama, Romance",111
Scenic Route,(2013),6.5,34,11036,"Drama, Thriller",82
Nurse,(2013),4.5,29,10942,"Horror, Thriller",84
Afternoon Delight,(2013),5.7,50,10883,"Comedy, Drama",98
We Are the Best!,(2013),7.1,87,10810,"Drama, Music",102
CBGB,(2013),6.6,30,10510,"Crime, Drama, Music",102
Banshee Chapter,(2013),5.4,62,10234,"Horror, Mystery, Sci-Fi",87
Police Story: Lockdown,(2013),5.9,44,10099,"Action, Crime, Drama",110
The Invisible Woman,(2013),6.1,75,10087,"Biography, Drama, History",111
Magic Magic,(2013),5.0,59,10054,"Drama, Horror, Thriller",97
The Disappearance of Eleanor Rigby: Him,(2013),6.8,63,9994,"Drama, Romance",89
Underdogs,(2013),6.4,38,9822,"Animation, Adventure, Comedy",85
Escape from Tomorrow,(2013),5.1,58,9798,"Drama, Fantasy, Horror",90
The Right Kind of Wrong,(2013),6.1,30,9763,"Comedy, Romance",97
The Pretty One,(2013),6.3,53,9755,"Comedy, Drama",90
In Fear,(I) (2013),5.4,66,9753,"Horror, Mystery, Thriller",85
Hatchet III,(2013),5.6,25,9749,"Action, Comedy, Horror",81
Hell Baby,(2013),4.9,41,9670,"Comedy, Horror",98
Patema Inverted,(2013),7.3,66,9499,"Animation, Adventure, Drama",98
The Truth About Emanuel,(2013),6.0,41,9470,"Drama, Thriller",95
Love and Honor,(2013),5.7,28,9448,"Drama, Romance, War",100
Baggage Claim,(2013),5.1,34,9426,"Comedy, Romance",96
Cold Comes the Night,(2013),5.7,37,9412,"Crime, Thriller",90
The Disappearance of Eleanor Rigby: Her,(2013),6.9,67,9411,"Drama, Romance",100
Battle of the Year,(2013),4.9,29,9390,"Drama, Music",110
Dirty Wars,(2013),7.4,76,9294,"Documentary, Crime, History",87
The Square,(2013),8.0,84,9140,"Documentary, Drama, History",95
All Cheerleaders Die,(2013),5.1,45,9124,"Comedy, Horror",89
Kevin Hart: Let Me Explain,(2013),6.6,53,9116,"Documentary, Comedy",75
The Dance of Reality,(2013),7.5,76,9065,"Biography, Drama, Fantasy",133
Gloria,(II) (2013),6.9,83,9042,"Comedy, Drama, Romance",110
Interstellar,(2014),8.6,74,1834581,"Adventure, Drama, Sci-Fi",169
Guardians of the Galaxy,(2014),8.0,76,1182978,"Action, Adventure, Comedy",121
Gone Girl,(2014),8.1,79,986171,"Drama, Mystery, Thriller",149
Whiplash,(2014),8.5,89,865117,"Drama, Music",106
Captain America: The Winter Soldier,(2014),7.8,70,849089,"Action, Adventure, Sci-Fi",136
The Grand Budapest Hotel,(2014),8.1,88,813862,"Adventure, Comedy, Crime",99
The Imitation Game,(2014),8.0,71,773209,"Biography, Drama, Thriller",114
X-Men: Days of Future Past,(2014),7.9,75,715575,"Action, Adventure, Sci-Fi",132
Edge of Tomorrow,(2014),7.9,71,682533,"Action, Adventure, Sci-Fi",113
Kingsman: The Secret Service,(2014),7.7,60,671212,"Action, Adventure, Comedy",129
John Wick,(2014),7.4,68,636367,"Action, Crime, Thriller",101
Birdman or (The Unexpected Virtue of Ignorance),(2014),7.7,87,633113,"Comedy, Drama",119
Nightcrawler,(2014),7.8,76,552140,"Crime, Drama, Thriller",117
Ex Machina,(2014),7.7,78,548754,"Drama, Sci-Fi, Thriller",108
The Hobbit: The Battle of the Five Armies,(2014),7.4,59,536981,"Adventure, Fantasy",144
The Amazing Spider-Man 2,(2014),6.6,53,501596,"Action, Adventure, Sci-Fi",142
Lucy,(I) (2014),6.4,61,500624,"Action, Sci-Fi, Thriller",89
Fury,(2014),7.5,64,495764,"Action, Drama, War",134
American Sniper,(2014),7.3,72,491809,"Action, Biography, Drama",133
The Maze Runner,(2014),6.8,57,471684,"Action, Mystery, Sci-Fi",113
Big Hero 6,(2014),7.8,74,464964,"Animation, Action, Adventure",102
Divergent,(2014),6.6,48,463736,"Action, Adventure, Mystery",139
The Hunger Games: Mockingjay - Part 1,(2014),6.6,64,459419,"Action, Adventure, Sci-Fi",123
The Theory of Everything,(2014),7.7,71,454770,"Biography, Drama, Romance",123
Dawn of the Planet of the Apes,(2014),7.6,79,444707,"Action, Adventure, Drama",130
Godzilla,(2014),6.4,62,416856,"Action, Adventure, Sci-Fi",123
22 Jump Street,(2014),7.0,71,380968,"Action, Comedy, Crime",112
The Fault in Our Stars,(2014),7.7,69,379992,"Drama, Romance",126
Maleficent,(2014),6.9,56,379297,"Adventure, Family, Fantasy",97
The Equalizer,(2014),7.2,57,375255,"Action, Crime, Thriller",132
The Lego Movie,(2014),7.7,83,358889,"Animation, Action, Adventure",100
Boyhood,(I) (2014),7.9,100,356365,Drama,165
How to Train Your Dragon 2,(2014),7.8,77,338757,"Animation, Action, Adventure",102
The Interview,(II) (2014),6.5,52,335263,"Action, Adventure, Comedy",112
Transformers: Age of Extinction,(2014),5.6,32,316682,"Action, Adventure, Sci-Fi",165
Neighbors,(I) (2014),6.3,68,313839,Comedy,97
300: Rise of an Empire,(2014),6.2,48,303837,"Action, Drama",102
Predestination,(I) (2014),7.4,69,285665,"Action, Drama, Sci-Fi",97
Non-Stop,(2014),6.9,56,266695,"Action, Mystery, Thriller",106
Noah,(2014),5.8,68,256862,"Action, Adventure, Drama",138
It Follows,(2014),6.8,83,246000,"Horror, Mystery, Thriller",100
Transcendence,(I) (2014),6.2,42,231035,"Action, Drama, Sci-Fi",119
RoboCop,(2014),6.2,52,230593,"Action, Crime, Sci-Fi",117
The Babadook,(2014),6.8,86,227865,"Horror, Mystery",94
Chef,(2014),7.3,68,218034,"Adventure, Comedy, Drama",114
Teenage Mutant Ninja Turtles,(2014),5.8,31,212450,"Action, Adventure, Comedy",101
Wild Tales,(2014),8.1,77,200240,"Comedy, Drama, Thriller",122
Dracula Untold,(2014),6.2,40,197959,"Action, Drama, Fantasy",92
Taken 3,(2014),6.0,26,194752,"Action, Crime, Thriller",108
The Judge,(2014),7.4,48,192751,"Crime, Drama",141
A Million Ways to Die in the West,(2014),6.1,44,191334,"Comedy, Western",116
What We Do in the Shadows,(2014),7.6,76,186344,"Comedy, Horror",86
The Expendables 3,(2014),6.1,35,184647,"Action, Adventure, Thriller",126
Horrible Bosses 2,(2014),6.3,40,174985,"Comedy, Crime",108
Need for Speed,(2014),6.4,39,172456,"Action, Thriller",132
Unbroken,(I) (2014),7.2,59,170370,"Action, Biography, Drama",137
Exodus: Gods and Kings,(2014),6.0,52,170362,"Action, Adventure, Drama",150
Sin City: A Dame to Kill For,(2014),6.5,46,163655,"Action, Crime, Thriller",102
Annabelle,(I) (2014),5.4,37,161795,"Horror, Mystery, Thriller",99
Hercules,(I) (2014),6.0,47,157812,"Action, Adventure, Fantasy",98
The Purge: Anarchy,(2014),6.4,50,154283,"Action, Horror, Sci-Fi",103
The Drop,(2014),7.0,69,153635,"Crime, Drama, Thriller",106
Foxcatcher,(2014),7.0,81,144060,"Biography, Drama, History",134
"Love, Rosie",(2014),7.1,44,143304,"Comedy, Romance",102
The Other Woman,(2014),6.0,39,142827,"Comedy, Romance",109
Into the Woods,(2014),5.9,69,142767,"Adventure, Comedy, Drama",125
Dumb and Dumber To,(2014),5.6,36,139036,Comedy,109
Still Alice,(2014),7.5,72,136842,Drama,101
Let's Be Cops,(2014),6.4,30,135600,"Action, Comedy, Crime",104
Blended,(2014),6.5,31,134343,"Comedy, Romance",117
Jack Ryan: Shadow Recruit,(2014),6.2,57,133515,"Action, Drama, Thriller",105
The Monuments Men,(2014),6.1,52,133240,"Comedy, Drama, History",118
Wild,(I) (2014),7.1,74,130632,"Adventure, Biography, Drama",115
I Origins,(2014),7.3,57,126927,"Drama, Mystery, Romance",106
Night at the Museum: Secret of the Tomb,(2014),6.2,47,124994,"Adventure, Comedy, Family",98
The Raid 2,(2014),7.9,71,124638,"Action, Crime, Thriller",150
If I Stay,(2014),6.7,46,124354,"Drama, Fantasy, Music",107
A Walk Among the Tombstones,(2014),6.5,57,122876,"Action, Crime, Drama",114
The Giver,(2014),6.4,47,120702,"Drama, Romance, Sci-Fi",97
Paddington,(2014),7.3,77,119606,"Adventure, Comedy, Family",95
Ride Along,(2014),6.1,41,116044,"Action, Comedy, Crime",99
Sex Tape,(2014),5.1,36,113738,"Comedy, Romance",94
Pompeii,(I) (2014),5.5,39,112564,"Action, Adventure, Drama",105
Inherent Vice,(2014),6.6,81,105909,"Comedy, Crime, Drama",148
St. Vincent,(2014),7.2,64,104651,"Comedy, Drama",102
That Awkward Moment,(2014),6.1,36,104397,"Comedy, Romance",94
The Guest,(I) (2014),6.7,76,101900,"Action, Mystery, Thriller",100
"As Above, So Below",(2014),6.2,39,97015,"Horror, Mystery, Thriller",93
Big Eyes,(I) (2014),7.0,62,94619,"Biography, Crime, Drama",106
3 Days to Kill,(2014),6.2,40,94564,"Action, Drama, Thriller",117
Penguins of Madagascar,(2014),6.6,53,92931,"Animation, Adventure, Comedy",92
Selma,(2014),7.5,79,92325,"Biography, Drama, History",128
Rio 2,(2014),6.3,49,92278,"Animation, Adventure, Comedy",101
